"title","url","maker","type","year","km","price" 
"C-CLASS FULLY LOADED CALL ON 0502213220","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/22/c-class-fully-loaded-call-on-0502213220-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA2&pos=147","Mercedes-Benz","C-Class","2014","36,000","44000"
"MERCEDES C63 S AMG, EDITION 1, 2015, GCC, FUL...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/27/mercedes-c63-s-amg-edition-1-2015-gcc-full-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA2&pos=148","Mercedes-Benz","C-Class","2015","35,000","229000"
"Mercedes Benz C43 AMG 2017 GCC Fully Loaded  ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/22/mercedes-benz-c43-amg-2017-fully-loaded-se-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA2&pos=149","Mercedes-Benz","C-Class","2017","27,000","198000"
"Mercedes C63 AMG - V8 -2013 - White - ZERO DO...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/8/9/mercedes-c63-amg-v8-2013-white-zero-down-p-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA2&pos=150","Mercedes-Benz","C-Class","2013","167,600","96000"
"MERCEDES-BENZ C63S COUPE AMG - 2017 - TOP OF ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/9/mercedes-benz-c63s-coupe-amg-2017-top-of-t-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA2&pos=151","Mercedes-Benz","C-Class","2017","14,000","295000"
"Mercedes-Benz C 200 AMG 2017 GCC","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/3/mercedes-benz-c-200-amg-2017-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA2&pos=152","Mercedes-Benz","C-Class","2017","53,000","137000"
"C200 full options Gulf specs 2016 model panor...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/28/c200-full-options-gulf-specs-2016-model-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA2&pos=153","Mercedes-Benz","C-Class","2016","138,676","112000"
"Mercedes C350 2012 Gulf specs Full options pa...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/23/mercedes-c350-2012-gulf-specs-full-options-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA2&pos=154","Mercedes-Benz","C-Class","2012","179,000","45000"
"2016 Mercedes C200 2016 GCC Dealer warranty a...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/9/20/2016-mercedes-c200-2016-gcc-full-service-h-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA2&pos=155","Mercedes-Benz","C-Class","2016","55,000","122000"
"2016 Mercedes C200 GCC AMG kit with dealer wa...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/3/2016-mercedes-c200-gcc-amg-kit-with-dealer-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=157","Mercedes-Benz","C-Class","2016","57,000","118000"
"2018 Mercedes C200 coupe GCC fully loaded","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/9/22/c300-amg-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=158","Mercedes-Benz","C-Class","2018","37,000","168000"
"2016 Mercedes C200 GCC Dealer warranty and fu...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/8/2/2016-mercedes-c200-gcc-full-service-histor-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=159","Mercedes-Benz","C-Class","2016","58,000","108000"
"2016 Mercedes C200 GCC with AMG kit FSH and d...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/10/25/2017-mercedes-c200-gcc-with-amg-kit-fsh-an-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=160","Mercedes-Benz","C-Class","2016","56,000","118000"
"Mercedes Benz C250 Full Option Model 2008 Jap...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/31/mercedes-benz-c250-full-option-model-2008--2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=161","Mercedes-Benz","C-Class","2008","75,161","35000"
"Lady Driven Mercedes C200 Kompressor for urge...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/15/lady-driven-mercedes-c200-kompressor-for-u-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=162","Mercedes-Benz","C-Class","2002","160","11000"
"MERCEDES BENZ C 63 AMG- 2015","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/9/mercedes-benz-c-63-amg-2015-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=163","Mercedes-Benz","C-Class","2015","65,000","175000"
"2012 mercedes C-250 COUPE","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/24/2012-mercedes-c-250-coupe-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=164","Mercedes-Benz","C-Class","2012","119,000","53000"
"Mercedes c300 model 2017","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/15/mercedes-c300-model-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=165","Mercedes-Benz","C-Class","2017","11,000","118000"
"MERCEDES BENZ C300 AMG COUPE 2017 FSH Warrant...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/24/mercedes-benz-c300-amg-coupe-2017-fsh-warr-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=166","Mercedes-Benz","C-Class","2017","89,000","155000"
"Only 70,000Kms - GCC Specs - C-200, Avantgart...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/24/only-70-000kms-gcc-specs-c-200-avantgarte--2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=167","Mercedes-Benz","C-Class","2013","70,000","55000"
"C300 in excellent condition","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/15/c300-in-excellent-condition-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=168","Mercedes-Benz","C-Class","2010","142,000","31000"
"C63  Mercedes 2018  مرسيدس only 12km","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/3/%D8%AF%D8%A8%D9%8A-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=169","Mercedes-Benz","C-Class","2018","12,000","240000"
"C200 COUPE ///AMG  GCC spec","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/11/20/c200-coupe-amg-gcc-spec-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=170","Mercedes-Benz","C-Class","2017","17,000","161000"
"2017 Mercedes C200 GCC with AMG kit","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/22/2016-mercedes-c200-gcc-with-amg-kit-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=171","Mercedes-Benz","C-Class","2017","40,000","135000"
"2016 Mercedes C200 GCC with AMG kit, service ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/10/27/2016-mercedes-c200-gcc-with-amg-kit-servic-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=172","Mercedes-Benz","C-Class","2016","42,000","122000"
"C 200 SALOON Ref. VSB 25375","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/12/c-200-saloon-ref-vsb-24456-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=173","Mercedes-Benz","C-Class","2018","15,301","182700"
"mercedes c63 s convertible 2018 GCC under war...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/7/9/mercedes-c63-s-convertible-2018-gcc-under--2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=174","Mercedes-Benz","C-Class","2018","7,000","419000"
"C63 AMG COUPE 4.5 GRADE","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/2/27/c63-amg-coupe-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=175","Mercedes-Benz","C-Class","2012","75,500","121500"
"Mercedes-Benz C200 AMG 2017 GCC","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/3/mercedes-benz-c200-amg-2017-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=176","Mercedes-Benz","C-Class","2017","34,000","139000"
"MERCEDES C 250 2014 AMG63 KIT IN GREAT CONDIT...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/16/mercedes-c-250-2014-amg63-kit-in-great-con-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=177","Mercedes-Benz","C-Class","2014","30,000","50000"
"Very well maintained Mercedes C200 AMG packag...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/17/very-well-maintained-mercedes-c200-amg-pac-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=178","Mercedes-Benz","C-Class","2014","71,254","78000"
"مرسيدسc450","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/23/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3c450-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=179","Mercedes-Benz","C-Class","2016","62,000","145000"
"MERCEDES C43 AMG 2017//FULLY LOADED//EXCELLEN...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/23/mercedes-c43-amg-2017fully-loadedexcellent-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=180","Mercedes-Benz","C-Class","2017","29,000","115000"
"Clean","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/21/clean-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA3&pos=181","Mercedes-Benz","C-Class","2018","15,000","135000"
"AMG, GCC SPECS - ONLY 47,000KMS, EXCELLENT CO...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/11/10/amg-gcc-specs-only-47-000kms-excellent-con-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=183","Mercedes-Benz","C-Class","2015","47,000","109000"
"2012 Mercedes Benz C 63 AMG","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/11/6/2012-mercedes-benz-c-63-amg-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=184","Mercedes-Benz","C-Class","2012","99,929","198000"
"C63 ///AMG Edition 1","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/23/c63-amg-edition-1-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=185","Mercedes-Benz","C-Class","2016","16,000","235000"
"Mercedes C63 AMG 2016 GCC Warranty","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/10/mercedes-c63-amg-2016-gcc-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=186","Mercedes-Benz","C-Class","2016","44,000","239000"
"MERCEDES C200 ELEGANCE 2008 SINGLE OWNER % 10...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/22/mercedes-c200-avantgarde-2008-single-owner-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=187","Mercedes-Benz","C-Class","2008","98,000","32000"
"SOLD.    C63 507 edition saloon 2014 British ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/13/c63-507-edition-saloon-2014-british-owner--2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=188","Mercedes-Benz","C-Class","2014","102,000","140000"
"2017 Mercedes Benz C300 Coupe AMG!","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/13/2017-mercedes-benz-c300-coupe-amg--2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=189","Mercedes-Benz","C-Class","2017","24,000","128000"
"MERCEDES BENZ C300-2017","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/13/mercedes-benz-c300-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=190","Mercedes-Benz","C-Class","2017","11,800","158000"
"MERCEDES C63s - AMG - V8 - 2017 - WARRANTY - ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/19/mercedes-c63s-amg-v8-2017-warranty-gcc-spe-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=191","Mercedes-Benz","C-Class","2017","8,000","325000"
"Mercedes-C200 2016 GCC AMG FULL OPTION 5 KAMI...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/5/-2016-mercedes-c200-gcc-amg-full-option-5--2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=192","Mercedes-Benz","C-Class","2016","50,000","135000"
"Mercedes C250 fresh japan import","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/10/9/mercedes-c250-fresh-japan-import-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=193","Mercedes-Benz","C-Class","2008","90500","33000"
"C300 coupe 2017","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/8/c300-coupe-2017-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=194","Mercedes-Benz","C-Class","2017","26,000","128000"
"MERCEDES BENZ C300 KIT AMG- 2018","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/22/mercedes-benz-c300-kit-amg-2018-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=195","Mercedes-Benz","C-Class","2018","5,000","126000"
"Mercedes C63 IN IMMACULATE CONDITION","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/13/mercedes-c63-in-immaculate-condition-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=196","Mercedes-Benz","C-Class","2011","94,700","72000"
"2015 Mercedes Benz C400 4MATIC","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/12/2015-mercedes-benz-c400-4matic-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=197","Mercedes-Benz","C-Class","2015","34,000","89000"
"مرسيدس C 63 خليجي قمة النظافة موديل 2010","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/21/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-c-63-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D9%82%D9%85%D8%A9-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%81%D8%A9-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2010-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=198","Mercedes-Benz","C-Class","2010","190,000","56000"
"2012 Mercedes C200 GCC specs","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/21/2012-mercedes-c200-gcc-specs-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=199","Mercedes-Benz","C-Class","2012","100,000","37000"
"Brand New, Mercedes-Benz, C63s, AMG, 2018 Mod...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/21/brand-new-mercedes-benz-c63s-amg-2018-mode-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=200","Mercedes-Benz","C-Class","2018","0","330000"
"mercedes c200 2009 GCC","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/6/mercedes-c200-2009-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=201","Mercedes-Benz","C-Class","2009","128,000","25000"
"Mercedes C300 V6 3.0 litres - Expat owned","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/11/mercedes-c300-v6-30-litres-expat-owned-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=202","Mercedes-Benz","C-Class","2014","54,739","52000"
"C300 changed to c63 edition 1","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/13/c300-changed-to-c63-edition-1-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=203","Mercedes-Benz","C-Class","2015","52,000","122000"
"PANORAMIC C300 WITH FREE SERVICE","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/10/panoramic-c300-with-free-service-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=204","Mercedes-Benz","C-Class","2015","37,000","86000"
"63 Body kit very clean fully loaded","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/4/63-body-kit-very-clean-fully-loaded-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=205","Mercedes-Benz","C-Class","2013","98,000","43000"
"*Mercedes Sports Compressor Coupe (C230)*","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/12/-mercedes-sports-compressor-coupe-c230--2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=206","Mercedes-Benz","C-Class","2002","136,000","11000"
"///AMG C250, Special Order, Under Warranty, F...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/4/c250-amg-under-warranty-full-service-histo-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA4&pos=207","Mercedes-Benz","C-Class","2015","60,000","130000"
"Merc C350","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/7/merc-c350-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=209","Mercedes-Benz","C-Class","2012","83,000","35000"
"Mercedes C200  2015 gulf specifications","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/7/mercedes-c200-2015-gulf-specifications-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=210","Mercedes-Benz","C-Class","2015","72,000","105000"
"Mercedes Benz C300 2013","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/6/mercedes-benz-c300-2013-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=211","Mercedes-Benz","C-Class","2013","54,000","47500"
"ابوظبي","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/9/%D8%A7%D8%A8%D9%88%D8%B8%D8%A8%D9%8A-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=212","Mercedes-Benz","C-Class","2009","153,000","35000"
"MERCEDEZ C63 AMG COUPE 2013 only 41,000Km","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/17/mercedez-c63-amg-coupe-2013-only-41-000km-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=213","Mercedes-Benz","C-Class","2013","41,000","149000"
"ABU DHABI","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/6/abu-dhabi-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=214","Mercedes-Benz","C-Class","2015","38,500","135000"
"Mercedes C200 for Sale!!! Good Condition AED ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/9/mercedes-c200-for-sales-good-condition-aed-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=215","Mercedes-Benz","C-Class","2009","185,000","35000"
"MERCEDES BENZ C55 2005","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/5/mercedes-benz-c55-2005-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=216","Mercedes-Benz","C-Class","2005","140,000","35000"
"Mercedes C-200 AMG","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/7/mercedes-c-200-amg-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=217","Mercedes-Benz","C-Class","2015","90,000","105000"
"Mercedes C200 2013 GCC Agency Maintained!!","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/11/1/mercedes-c250-2011-gcc-low-mileage--2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=218","Mercedes-Benz","C-Class","2013","84,000","55000"
"MERCEDES BENS C200 LOW MILLAGE SUPREMELY FRES...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/23/mercedes-bens-c200-low-millage-supremely-f-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=219","Mercedes-Benz","C-Class","2016","57,000","109000"
"Mercedes C200 AMG GCC!! Under Warranty","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/6/mercedes-c200-amg-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=220","Mercedes-Benz","C-Class","2016","88,000","114000"
"Mercedes Banz C300","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/2/9/mercedes-banz-c300-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=221","Mercedes-Benz","C-Class","2017","19,000","155000"
"Mercedes C200///AMG 2017///GCC///FREE ACCIDEN...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/10/18/mercedes-c200-amg-2016-gcc-one-years-warra-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=222","Mercedes-Benz","C-Class","2017","92,185","129500"
"C200 Turbo engine Avantgarde GCC","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/5/c200-turbo-engine-avantgarde-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=223","Mercedes-Benz","C-Class","2011","210,000","28000"
"Mercedes-Benz C200 AMG Kit, 2017, 50000KMs On...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/12/4/mercedes-benz-c200-2017-50000kms-only-deal-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=224","Mercedes-Benz","C-Class","2017","50,000","148000"
"MERCEDES BENZ GLC 300 //AMG 2016","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2018/9/24/mercedes-benz-c300-amg-2015-2/?back=L21vdG9ycy91c2VkLWNhcnMvbWVyY2VkZXMtYmVuei9jLWNsYXNzLz9wYWdlPTA5&pos=225","Mercedes-Benz","C-Class","2016","44,000","119000"
