"title","url","maker","type","year","km","price"
"Toyota rav 4 2018","https://dubai.dubizzle.com/motors/used-cars/toyota/rav-4/2019/1/28/toyota-rav-4-2018-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=66","Toyota","Rav 4","2018","8,000","58000"
"GMC Acadia Denali top of the rang 84000 km 77...","https://dubai.dubizzle.com/motors/used-cars/gmc/acadia/2019/1/28/gmc-acadia-denali-top-of-the-rang-84000-km-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=67","GMC","Acadia","2016","84,000","77000"
"MAZDA 2-2015 -WARRANTY-PAY BY. CARD NO EXTRA ...","https://dubai.dubizzle.com/motors/used-cars/mazda/2/2018/4/21/mazda-2-2016-skyactive-6-speed-gear-hatchb-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=68","Mazda","2","2015","120,000","15000"
"MAZDA 2 2015-HATCH BACK-WARRANTY-PAY BY C.CAR...","https://dubai.dubizzle.com/motors/used-cars/mazda/2/2018/11/19/mazda-2-2015-hatch-back-warranty-pay-by-cc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=69","Mazda","2","2015","95,000","17000"
"2018 Golf R, Lapis Blue,  8000km","https://dubai.dubizzle.com/motors/used-cars/volkswagen/golfr/2019/1/25/2018-golf-r-lapis-blue-8000km-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=70","Volkswagen","Golf R","2018","8,000","149500"
"MERSEDES BENZ - E300 - 2017 - ///AMG - VERY G...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/e-class/2018/11/21/mersedes-benz-e300-2017-amg-very-good-cond-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=71","Mercedes-Benz","E-Class","2017","16,000","158000"
"2008 VW Toureg V6","https://dubai.dubizzle.com/motors/used-cars/volkswagen/touareg/2019/1/27/2008-vw-toureg-v6-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=72","Volkswagen","Touareg","2008","151,000","19995"
"2015 GLS Pajero For Sale","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/pajero/2019/1/28/2015-gls-pajero-for-sale-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=73","Mitsubishi","Pajero","2015","82,000","55000"
"NISSAN PATROL SE - 2 V6 2017 UNDER WARRANTY F...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2019/1/26/nissan-patrol-se-2-v6-2017-under-warranty--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=74","Nissan","Patrol","2017","32,600","155000"
"Immaculate","https://dubai.dubizzle.com/motors/used-cars/chevrolet/corvette/2019/1/24/immaculate-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=75","Chevrolet","Corvette","2009","65,600","75000"
"VERIFIED CAR! BMW X6 M 2013 - FULL BMW SERVIC...","https://dubai.dubizzle.com/motors/used-cars/bmw/x6/2018/9/8/verified-car-bmw-x6-m-2013-full-bmw-servic-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=76","BMW","X6","2013","86,000","119000"
"0 km - BMW 530i - M kit 2018 WARRANTY TILL 20...","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2018/11/29/0-km-bmw-530i-m-kit-2018-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDM%3D&pos=77","BMW","5-Series","2018","0","210000"
"0 km - BMW 530i - M kit 2018 WARRANTY TILL 20...","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2018/11/29/0-km-bmw-530i-m-kit-2018-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=79","BMW","5-Series","2018","0","210000"
"Passat SE 2015, GCC, 580/PM, FSH in Excellent...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/passat/2019/1/19/volkswegan-passat-2015-gcc-580pm-100-origi-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=80","Volkswagen","Passat","2015","91,000","36000"
"Kristan fahd","https://dubai.dubizzle.com/motors/used-cars/bmw/1-series/2019/1/28/kristan-fahd-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=81","BMW","1-Series","2009","98,000","18500"
"ML 2013 low KM","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/m-class/2018/12/3/ml-2013-low-km-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=82","Mercedes-Benz","M-Class","2013","50,000","149000"
"2012 RANGE ROVER EVOQUE 4X4 BALANCE OF SERVIC...","https://dubai.dubizzle.com/motors/used-cars/land-rover/evoque/2018/11/7/2012-range-rover-evoque-4x4-balance-of-ser-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=83","Land Rover","Evoque","2012","90,000","80950"
"BRAND NEW “ZERO” KMS 2018 NISSAN PATROL SE 3Y...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2018/12/24/brand-new-zero-kms-2018-nissan-patrol-se-3-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=84","Nissan","Patrol","2018","0","170000"
"2015 KIA SORENTO 5YRS/100,000 KMS DEALER WARR...","https://dubai.dubizzle.com/motors/used-cars/kia/sorento/2018/12/24/2015-kia-sorento-5yrs100-000-kms-dealer-wa-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=85","Kia","Sorento","2015","68,000","75950"
"FULLY LOADED!! 2015 VW TOUAREG 4X4 5* WARRANT...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/touareg/2018/12/24/fully-loaded-2015-vw-touareg-4x4-5-warrant-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=86","Volkswagen","Touareg","2015","76,000","99950"
"2015 LEXUS RX350 4X4 (5 SEATER) 5YRS UNLIMITE...","https://dubai.dubizzle.com/motors/used-cars/lexus/rx-series/2018/12/25/2015-lexus-rx350-4x4-5-seater-5yrs-unlimit-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=87","Lexus","RX-Series","2015","51,000","119950"
"DEALER WARRANTY 2015 JEEP GRAND CHEROKEE LTD ...","https://dubai.dubizzle.com/motors/used-cars/jeep/grand-cherokee/2018/12/25/2015-jeep-grand-cherokee-summit-4x4-v8-57--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=88","Jeep","Grand Cherokee","2015","50,000","119950"
"2016 VW TOUAREG SPORT “TOP OF THE RANGE” 4X4 ...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/touareg/2019/1/10/2016-vw-touareg-sport-top-of-the-range-4x4-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=89","Volkswagen","Touareg","2016","42,000","129950"
"DEALER WARRANTY 2014 FORD MUSTANG “GT PREMIUM...","https://dubai.dubizzle.com/motors/used-cars/ford/mustang/2019/1/10/dealer-warranty-2014-ford-mustang-gt-premi-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=90","Ford","Mustang","2014","59,000","85950"
"DEALER WARRANTY 2015 VOLKSWAGEN GOLF GTi “TUR...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/golf/2019/1/10/dealer-warranty-2015-volkswagen-golf-gti-t-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=91","Volkswagen","Golf","2015","66,000","79950"
"2015 MINI COOPER S “COUNTRYMAN” TURBO JOHN CO...","https://dubai.dubizzle.com/motors/used-cars/mini/cooper/2019/1/10/2015-mini-cooper-s-countryman-turbo-john-c-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=92","MINI","Cooper","2015","63,000","99950"
"4X4 FULLY LOADED!! 2013 MERCEDES BENZ GLK350 ...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/glk/2019/1/12/4x4-fully-loaded-2013-mercedes-benz-glk350-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=93","Mercedes-Benz","GLK-Class","2013","84,000","85950"
"2015 VW TIGUAN 2.0 TSi “4-MOTION” 4X4 “TURBO”...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/tiguan/2019/1/12/2015-vw-tiguan-20-tsi-4-motion-4x4-turbo-5-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=94","Volkswagen","Tiguan","2015","50,000","65950"
"5YRS/100,000 KMS DEALER WARRANTY 2017 JEEP WR...","https://dubai.dubizzle.com/motors/used-cars/jeep/wrangler/2019/1/12/5yrs100-000-kms-dealer-warranty-2017-jeep--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=95","Jeep","Wrangler","2017","25,000","109950"
"DEALER WARRANTY 2015 MITSUBISHI PAJERO SWB 4X...","https://dubai.dubizzle.com/motors/used-cars/mitsubishi/pajero/2019/1/12/dealer-warranty-2015-mitsubishi-pajero-swb-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=96","Mitsubishi","Pajero","2015","50,000","63950"
"2015 CADILLAC SRX4  5YRS UNLIMITED KMS DEALER...","https://dubai.dubizzle.com/motors/used-cars/cadillac/srx/2019/1/12/2015-cadillac-srx4-quot-5yrs-unlimited-kms-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=97","Cadillac","SRX","2015","79,000","89950"
"2016 FORD EXPLORER XLT 4X4 (7 SEATER) 5YRS/10...","https://dubai.dubizzle.com/motors/used-cars/ford/explorer/2019/1/12/2016-ford-explorer-xlt-4x4-7-seater-5yrs10-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=98","Ford","Explorer","2016","38,000","115950"
"2016 FORD EDGE TITANIUM  5YRS/100,000 KMS DEA...","https://dubai.dubizzle.com/motors/used-cars/ford/edge/2019/1/12/2016-ford-edge-titanium-5yrs100-000-kms-de-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=99","Ford","Edge","2016","1,500","119950"
"2014 TOYOTA PRADO VXL 4X4 (7 SEATER)  5* WARR...","https://dubai.dubizzle.com/motors/used-cars/toyota/prado/2019/1/12/2014-toyota-prado-vxl-4x4-7-seater-5-warra-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=100","Toyota","Prado","2014","72,000","115950"
"2015 VW GOLF 1.4 TSi WITH SUNROOF 5* WARRANTY...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/golf/2019/1/13/2015-vw-golf-14-tsi-with-sunroof-5-warrant-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=101","Volkswagen","Golf","2015","70,000","59950"
"TOP SPEC’S 2012 MERCEDES BENZ GL 500 “GRAND E...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gl-class/2019/1/13/top-spec-s-2012-mercedes-benz-gl-500-grand-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=102","Mercedes-Benz","GL-Class","2012","85,000","99950"
"5YRS UNLIMITED KMS DEALER WARRANTY 2016 NISSA...","https://dubai.dubizzle.com/motors/used-cars/nissan/370z/2019/1/13/5yrs-unlimited-kms-dealer-warranty-2016-ni-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDQ%3D&pos=103","Nissan","370z","2016","70,000","89950"
"2013 VW GOLF GTi 4-DOOR “TURBO” 5* WARRANTY","https://dubai.dubizzle.com/motors/used-cars/volkswagen/golf/2019/1/13/2013-vw-golf-gti-4-door-turbo-5-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=105","Volkswagen","Golf","2013","66,000","59950"
"2016 INFINITI QX70 4X4  5YRS UNLIMITED KMS DE...","https://dubai.dubizzle.com/motors/used-cars/infiniti/qx70/2019/1/13/2016-infiniti-qx70-4x4-5yrs-unlimited-kms--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=106","Infiniti","QX70","2016","43,000","119950"
"2013 BMW 520i “TWIN POWER TURBO” 5* WARRANTY","https://dubai.dubizzle.com/motors/used-cars/bmw/5-series/2019/1/13/2013-bmw-520i-twin-power-turbo-5-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=107","BMW","5-Series","2013","76,000","75950"
"2015 VW PASSAT CC “TURBO” 5YRS UNLIMITED KMS ...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/passat/2019/1/13/2015-vw-passat-cc-turbo-5yrs-unlimited-kms-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=108","Volkswagen","Passat","2015","37,000","69950"
"infiniti QX50 2015 low milage under warranty","https://dubai.dubizzle.com/motors/used-cars/infiniti/qx50/2019/1/19/infiniti-qx50-2015-low-milage-under-warran-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=109","Infiniti","QX50","2015","29,000","70000"
"Ford Expedition 2014 Free service +warranty","https://dubai.dubizzle.com/motors/used-cars/ford/expedition/2018/12/1/ford-expedition-2014-free-service-warranty-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=110","Ford","Expedition","2014","86,000","49000"
"Porsche Cayenne GTS, 3.6TC, V6 2016 Model, GC...","https://dubai.dubizzle.com/motors/used-cars/porsche/cayenne/2019/1/22/porsche-cayenne-gts-36tc-v6-2016-model-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=111","Porsche","Cayenne","2016","83,000","215000"
"Mercedes benz GL 450 GCC personal use very cl...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gl-class/2019/1/28/mercedes-benz-gl-450-gcc-personal-use-very-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=112","Mercedes-Benz","GL-Class","2012","95,000","72000"
"Agency Maintained Chrysler 200C 2012 3.6L V6 ...","https://dubai.dubizzle.com/motors/used-cars/chrysler/200cev200/2019/1/27/2012-chrysler-200c-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=113","Chrysler","200/200C EV","2012","67,000","22000"
"2014 Wrangler Sport with Manual Trans GCC","https://dubai.dubizzle.com/motors/used-cars/jeep/wrangler/2018/12/12/2014-wrangler-sport-with-manual-trans-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=114","Jeep","Wrangler","2014","79,000","68000"
"2018 Wrangler JKU Stage 2 Build GCC New","https://dubai.dubizzle.com/motors/used-cars/jeep/wrangler/2018/12/19/2018-wrangler-jku-stage-2-build-gcc-new-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=115","Jeep","Wrangler","2018","100","159000"
"2015 Porsche Macan Turbo","https://dubai.dubizzle.com/motors/used-cars/porsche/macan/2019/1/16/2015-porsche-macan-turbo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=116","Porsche","Macan","2015","89,000","179000"
"MERCEDES BENZ G63 AMG EDITION 1 (2019 | GERMA...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/g-class/2018/11/5/mercedes-benz-g63-amg-edition-1-2019-germa-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=117","Mercedes-Benz","G-Class","2019","48","999000"
"ROLLS ROYCE CULLINAN 2019 (FOR EXPORT)","https://dubai.dubizzle.com/motors/used-cars/rolls-royce/other/2019/1/22/rolls-royce-cullinan-2019-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=118","Rolls Royce","Other","2019","4","1850000"
"RANGE ROVER AUTOBIOGRAPHY SWB (2017MY, GERMAN...","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover/2017/12/25/range-rover-autobiography-swb-2017my-germa-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=119","Land Rover","Range Rover","2017","30","469000"
"PORSCHE 911 GT3 RS 2018 (GCC | AL NABOODAH CA...","https://dubai.dubizzle.com/motors/used-cars/porsche/carrera/2018/12/1/porsche-911-gt3-rs-2018-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=120","Porsche","Carrera / 911","2019","53","879000"
"RANGE ROVER SPORT SVR 2018","https://dubai.dubizzle.com/motors/used-cars/land-rover/range-rover-sport/2018/11/5/range-rover-sport-svr-2018-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=121","Land Rover","Range Rover Sport","2018","40","539000"
"Nissan Altima 2.5 SV Top End 2016","https://dubai.dubizzle.com/motors/used-cars/nissan/altima/2019/1/21/nissan-altima-excellent-condition-for-sell-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=122","Nissan","Altima","2016","89,000","52500"
"New Touareg 3.0L Highline Plus- CERTIFIED PRE...","https://dubai.dubizzle.com/motors/used-cars/volkswagen/touareg/2019/1/28/new-touareg-30l-highline-plus-certified-pr-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=123","Volkswagen","Touareg","2018","4,400","251900"
"MAZDA 3 GCC 2017 FULL OPTIONS NEW CAR","https://dubai.dubizzle.com/motors/used-cars/mazda/3/2018/12/11/mazda-3full-options-2017-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=124","Mazda","3","2017","12,000","53000"
"PEUGEOT 308 CC TURBO!  FULL SERVICE HISTORY!P...","https://dubai.dubizzle.com/motors/used-cars/peugeot/308cc/2018/10/11/peugeot-308-cc-turbo-full-service-history--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=125","Peugeot","308cc","2011","82,781","20500"
"Perfect Condition ! Kia Rio 2014! Runs like b...","https://dubai.dubizzle.com/motors/used-cars/kia/rio/2018/8/20/perfect-condition-kia-rio-2014-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=126","Kia","Rio","2014","90,308","21500"
"Hyundai Santa Fe 2017, Fulll Options excellen...","https://dubai.dubizzle.com/motors/used-cars/hyundai/santa-fe/2019/1/14/srikanth-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=127","Hyundai","Santa Fe","2017","40,000","85000"
"Gulf Specs Maintained In Agency Volvo S40 201...","https://dubai.dubizzle.com/motors/used-cars/volvo/s-class/2019/1/27/gulf-specs-maintained-in-agency-volvo-s40--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=128","Volvo","S-Class","2011","150,000","16000"
"Q60S - GCC - 57Kms - Warranty - Ceramic Coati...","https://dubai.dubizzle.com/motors/used-cars/infiniti/q60/2019/1/21/q60s-gcc-60kms-warranty-ceramic-coating-ne-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDU%3D&pos=129","Infiniti","Q60","2015","57,000","85000"
"Infiniti QX70 SPORT, 2018, GCC, with warranty...","https://dubai.dubizzle.com/motors/used-cars/infiniti/qx70/2018/11/8/infiniti-qx70s-2018-gcc-with-warranty-and--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=131","Infiniti","QX70","2018","9,800","148000"
"BMW 428I 2016 M KIT WITH FREE SERVICE CONTRAC...","https://dubai.dubizzle.com/motors/used-cars/bmw/4-series/2019/1/27/bmw-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=132","BMW","4-Series","2016","65,000","119000"
"M power 320i  2012  GCC NO.1 SUNROOF LEATHER ...","https://dubai.dubizzle.com/motors/used-cars/bmw/3-series/2019/1/22/m-power-320i-2012-gcc-no1-sunroof-leather--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=133","BMW","3-Series","2012","130,000","28000"
"2015 Nissan Xtrail- GCC_full touch screen And...","https://dubai.dubizzle.com/motors/used-cars/nissan/x-trail/2019/1/25/4x4-2015-nissan-extrail-full-option-gcc-lo-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=134","Nissan","X-Trail","2015","75,000","46000"
"Mersedes S-350L  GCC","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2018/12/27/mersedes-s-350l-gcc-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=135","Mercedes-Benz","S-Class","2008","155,000","44000"
"2017 GMC Acadia AWD Denali Under Warranty  Se...","https://dubai.dubizzle.com/motors/used-cars/gmc/acadia/2019/1/10/2017-gmc-acadia-awd-denali-under-warranty--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=136","GMC","Acadia","2017","14,000","134000"
"Rare Edition! Infiniti M35 V6 Fully Loaded (G...","https://dubai.dubizzle.com/motors/used-cars/infiniti/mseries/2019/1/23/rare-edition-infiniti-m35-v6-top-edition-g-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=137","Infiniti","M-Series","2008","235,000","12500"
"Toyota fortuner 2011 .27.liter family car acc...","https://dubai.dubizzle.com/motors/used-cars/toyota/fortuner/2019/1/27/toyota-fortuner-2011-27liter-family-car-ac-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=138","Toyota","Fortuner","2011","128,000","39000"
"Mercedes C280 GCC top of the range in perfect...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/240260280/2018/11/2/mercedes-c280-gcc-panoramic-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=139","Mercedes-Benz","240/260/280","2009","145,000","37000"
"Mini Countryman Cooper S 2015 GCC - Single Ex...","https://dubai.dubizzle.com/motors/used-cars/mini/countryman/2019/1/28/mini-countryman-cooper-s-2015-gcc-single-e-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=140","MINI","Countryman","2015","92,277","69500"
"GMC TERRAIN DENALI 2015 LOW MILAGE","https://dubai.dubizzle.com/motors/used-cars/gmc/terrain/2019/1/16/gmc-terrain-denali-2015-low-milage-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=141","GMC","Terrain","2015","20,000","75000"
"(( SUPERB CONDITION )) GMC ACADIA 3.6 V6 SUV ...","https://dubai.dubizzle.com/motors/used-cars/gmc/acadia/2019/1/19/-superb-condition-gmc-acadia-36-v6-suv-low-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=142","GMC","Acadia","2013","71,000","49000"
"(( WARRANTY/SERVICE CONTRACT AVAILABLE )) AUD...","https://dubai.dubizzle.com/motors/used-cars/audi/q7/2019/1/5/-warrantyservice-contract-available-audi-q-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=143","Audi","Q7","2017","38,000","239000"
"(( WARRANTY AVAILABLE )) LAND ROVER LR4 5.0L ...","https://dubai.dubizzle.com/motors/used-cars/land-rover/lr4/2019/1/27/-warranty-available-land-rover-lr4-50l-v8--2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=144","Land Rover","LR4","2012","168,000","69000"
"Patrol LE T2-V8, 3 Years  Dealer warranty unl...","https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2018/6/21/nissan-patrol-le-t2-v8-3years-local-dealer-2-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=145","Nissan","Patrol","2018","0","199999"
"Excellent Toyota Prado 2007 GX (British Famil...","https://dubai.dubizzle.com/motors/used-cars/toyota/prado/2019/1/27/excellent-toyota-prado-2007-gx-british-fam-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=146","Toyota","Prado","2007","211,000","35000"
"MAZDA 3 (2016) GCC.Original paint .% accident...","https://dubai.dubizzle.com/motors/used-cars/mazda/3/2019/1/28/mazda-3-2016-gccoriginal-paint-accident-fr-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=147","Mazda","3","2016","42,000","33000"
"2012 TOYOTA CAMRY SE FOR SALE","https://dubai.dubizzle.com/motors/used-cars/toyota/camry/2019/1/27/2012-toyota-camry-se-for-sale-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=148","Toyota","Camry","2012","137,000","26500"
"Brand clean Chevrolet Impala 2018 LT","https://dubai.dubizzle.com/motors/used-cars/chevrolet/impala/2019/1/23/brand-clean-chevrolet-impala-2018-lt-2-3/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=149","Chevrolet","Impala","2018","25,000","68000"
"selling for leaving country","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/c-class/2019/1/27/selling-for-leaving-country-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=150","Mercedes-Benz","C-Class","2009","113,000","26000"
"GULF SPECS GCC CAR.Jeep Wrangler TJ manual.To...","https://dubai.dubizzle.com/motors/used-cars/jeep/wrangler/2018/12/30/gulf-specs-gcc-carjeep-wrangler-tj-manualt-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=151","Jeep","Wrangler","2008","160,000","33000"
"0567779562,,ALMOST NEW CAR.UNDER WARRANTY.BMW...","https://dubai.dubizzle.com/motors/used-cars/bmw/x5/2019/1/26/0567779562-almost-new-carunder-warrantybmw-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=152","BMW","X5","2010","131,000","40000"
"Honda CRV GCC Full Option","https://dubai.dubizzle.com/motors/used-cars/honda/cr-v/2019/1/27/honda-crv-gcc-full-option-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=153","Honda","CR-V","2007","150,000","18500"
"S coupe low miles 2016 with 1 year warranty g...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/s-class/2019/1/27/s-coupe-low-miles-2016-with-1-year-warrant-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=154","Mercedes-Benz","S-Class","2016","18,000","375000"
"2018 Toyota Camry for sale","https://dubai.dubizzle.com/motors/used-cars/toyota/camry/2019/1/27/2018-toyota-camry-for-sale-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDY%3D&pos=155","Toyota","Camry","2018","12,780","50000"
"MERCEDES BENZ GLE 400 AMG GCC - BRAND NEW 201...","https://dubai.dubizzle.com/motors/used-cars/mercedes-benz/gle-suv/2019/1/15/mercedes-benz-gle-400-amg-gcc-brand-new-20-2/?back=L21vdG9ycy91c2VkLWNhcnMvP3BhZ2U9MDc%3D&pos=157","Mercedes-Benz","GLE SUV","2018","0","245000"
